timestamp,gearbox_oil_temp,gearbox_bearing_temp,vibration_x,vibration_y,vibration_z,oil_pressure,particle_count
2026-08-15 14:00:00,51.85,59.75,0.0188,0.0159,0.0225,4.36,931
2026-08-15 14:10:00,52.59,58.27,0.016,0.0136,0.0192,4.39,931
2026-08-15 14:20:00,50.57,55.87,0.0205,0.0174,0.0246,4.48,931
2026-08-15 14:30:00,53.94,59.97,0.0225,0.0191,0.027,4.46,931
2026-08-15 14:40:00,53.26,60.38,0.0231,0.0196,0.0277,4.46,931
2026-08-15 14:50:00,50.56,56.64,0.0183,0.0155,0.0219,4.34,931
2026-08-15 15:00:00,51.64,58.72,0.0183,0.0156,0.022,4.32,931
2026-08-15 15:10:00,51.54,60.55,0.0186,0.0158,0.0223,4.45,931
2026-08-15 15:20:00,52.66,59.86,0.012,0.0102,0.0144,4.37,931
2026-08-15 15:30:00,51.75,58.35,0.0165,0.014,0.0197,4.45,931
2026-08-15 15:40:00,52.29,59.92,0.0149,0.0126,0.0178,4.45,931
2026-08-15 15:50:00,51.78,57.17,0.0165,0.014,0.0198,4.43,931
2026-08-15 16:00:00,50.93,56.71,0.0194,0.0164,0.0232,4.35,931
2026-08-15 16:10:00,50.32,56.67,0.0146,0.0124,0.0175,4.48,931
2026-08-15 16:20:00,50.93,59.62,0.0173,0.0147,0.0207,4.34,931
2026-08-15 16:30:00,50.85,57.12,0.013,0.0111,0.0156,4.4,932
2026-08-15 16:40:00,51.33,57.15,0.0155,0.0132,0.0186,4.4,932
2026-08-15 16:50:00,50.72,58.5,0.0169,0.0144,0.0203,4.41,932
2026-08-15 17:00:00,51.13,57.1,0.0172,0.0146,0.0206,4.35,932
2026-08-15 17:10:00,52.21,57.25,0.0212,0.018,0.0254,4.39,932
2026-08-15 17:20:00,49.89,57.97,0.0172,0.0146,0.0207,4.39,932
2026-08-15 17:30:00,50.86,58.12,0.0124,0.0105,0.0149,4.38,932
2026-08-15 17:40:00,51.0,58.79,0.0167,0.0142,0.02,4.49,932
2026-08-15 17:50:00,51.2,58.18,0.0185,0.0157,0.0222,4.4,932
2026-08-15 18:00:00,52.23,58.09,0.0191,0.0162,0.0229,4.38,932
2026-08-15 18:10:00,51.75,58.59,0.0163,0.0138,0.0195,4.38,932
2026-08-15 18:20:00,50.08,55.09,0.015,0.0128,0.018,4.43,932
2026-08-15 18:30:00,50.36,55.59,0.0158,0.0134,0.0189,4.4,932
2026-08-15 18:40:00,50.92,58.41,0.0178,0.0151,0.0213,4.36,932
2026-08-15 18:50:00,49.6,55.09,0.0194,0.0165,0.0233,4.4,932
2026-08-15 19:00:00,51.99,57.43,0.0139,0.0119,0.0167,4.4,932
2026-08-15 19:10:00,51.33,56.52,0.0161,0.0137,0.0193,4.41,932
2026-08-15 19:20:00,50.05,56.66,0.0191,0.0163,0.023,4.39,932
2026-08-15 19:30:00,51.82,59.01,0.0163,0.0139,0.0196,4.39,932
2026-08-15 19:40:00,51.0,58.82,0.0114,0.0097,0.0137,4.46,932
2026-08-15 19:50:00,49.78,55.96,0.0126,0.0107,0.0151,4.42,932
2026-08-15 20:00:00,50.31,60.19,0.0232,0.0197,0.0278,4.45,932
2026-08-15 20:10:00,51.21,56.54,0.0181,0.0154,0.0217,4.39,932
2026-08-15 20:20:00,51.24,61.1,0.0179,0.0152,0.0214,4.44,932
2026-08-15 20:30:00,51.91,57.49,0.0157,0.0133,0.0188,4.46,932
2026-08-15 20:40:00,51.5,58.31,0.015,0.0128,0.018,4.35,932
2026-08-15 20:50:00,52.16,59.16,0.0174,0.0148,0.0209,4.48,932
2026-08-15 21:00:00,51.72,57.06,0.0181,0.0154,0.0217,4.37,932
2026-08-15 21:10:00,51.45,58.09,0.0183,0.0155,0.0219,4.4,932
2026-08-15 21:20:00,50.15,57.22,0.0193,0.0164,0.0232,4.39,932
2026-08-15 21:30:00,50.68,55.93,0.0141,0.012,0.0169,4.46,932
2026-08-15 21:40:00,52.7,58.92,0.0195,0.0165,0.0234,4.36,932
2026-08-15 21:50:00,51.8,59.08,0.0182,0.0155,0.0219,4.4,932
2026-08-15 22:00:00,51.27,59.35,0.0131,0.0111,0.0157,4.37,932
2026-08-15 22:10:00,51.27,57.09,0.0155,0.0132,0.0187,4.41,932
2026-08-15 22:20:00,53.02,59.75,0.0129,0.0109,0.0154,4.41,932
2026-08-15 22:30:00,52.68,58.6,0.0199,0.0169,0.0238,4.46,932
2026-08-15 22:40:00,53.93,61.05,0.0184,0.0156,0.0221,4.43,932
2026-08-15 22:50:00,52.82,58.18,0.0202,0.0172,0.0243,4.33,932
2026-08-15 23:00:00,52.54,59.43,0.0179,0.0152,0.0215,4.44,933
2026-08-15 23:10:00,53.28,60.36,0.023,0.0196,0.0276,4.42,933
2026-08-15 23:20:00,52.48,58.16,0.0178,0.0152,0.0214,4.44,933
2026-08-15 23:30:00,52.45,58.26,0.0173,0.0147,0.0208,4.42,933
2026-08-15 23:40:00,54.01,64.01,0.0206,0.0175,0.0247,4.37,933
2026-08-15 23:50:00,53.14,58.27,0.0172,0.0146,0.0206,4.39,933
2026-08-16 00:00:00,53.68,61.09,0.0229,0.0195,0.0275,4.35,933
2026-08-16 00:10:00,55.4,62.43,0.0146,0.0124,0.0175,4.34,933
2026-08-16 00:20:00,53.77,59.17,0.0243,0.0206,0.0291,4.38,933
2026-08-16 00:30:00,54.62,62.27,0.0186,0.0158,0.0223,4.46,933
2026-08-16 00:40:00,54.06,60.01,0.0199,0.0169,0.0238,4.4,933
2026-08-16 00:50:00,53.72,59.28,0.0181,0.0154,0.0217,4.41,933
2026-08-16 01:00:00,54.99,60.02,0.0116,0.0098,0.0139,4.38,933
2026-08-16 01:10:00,55.07,60.83,0.0162,0.0138,0.0195,4.37,933
2026-08-16 01:20:00,55.98,62.93,0.0215,0.0183,0.0259,4.34,933
2026-08-16 01:30:00,54.7,59.79,0.0138,0.0117,0.0165,4.36,933
2026-08-16 01:40:00,55.89,61.73,0.0208,0.0177,0.025,4.35,933
2026-08-16 01:50:00,53.81,59.17,0.0228,0.0194,0.0274,4.45,933
2026-08-16 02:00:00,55.32,60.87,0.0238,0.0202,0.0285,4.42,933
2026-08-16 02:10:00,55.19,60.65,0.0219,0.0186,0.0263,4.38,933
2026-08-16 02:20:00,54.8,60.68,0.0186,0.0158,0.0224,4.38,933
2026-08-16 02:30:00,56.7,62.46,0.0095,0.0081,0.0114,4.45,933
2026-08-16 02:40:00,56.97,64.22,0.018,0.0153,0.0216,4.47,933
2026-08-16 02:50:00,55.46,61.76,0.0123,0.0105,0.0148,4.47,933
2026-08-16 03:00:00,55.51,61.29,0.0171,0.0145,0.0205,4.47,933
2026-08-16 03:10:00,54.51,59.87,0.0239,0.0203,0.0287,4.41,933
2026-08-16 03:20:00,56.27,61.38,0.0156,0.0132,0.0187,4.41,933
2026-08-16 03:30:00,57.26,64.68,0.0154,0.0131,0.0185,4.32,933
2026-08-16 03:40:00,55.69,63.16,0.0152,0.0129,0.0182,4.43,933
2026-08-16 03:50:00,56.22,63.35,0.0218,0.0185,0.0261,4.35,933
2026-08-16 04:00:00,56.58,65.45,0.017,0.0144,0.0204,4.45,933
2026-08-16 04:10:00,56.19,65.82,0.0201,0.0171,0.0242,4.37,933
2026-08-16 04:20:00,56.72,63.7,0.0163,0.0139,0.0196,4.4,933
2026-08-16 04:30:00,56.37,63.87,0.0169,0.0143,0.0203,4.44,933
2026-08-16 04:40:00,55.95,62.02,0.0159,0.0135,0.0191,4.4,933
2026-08-16 04:50:00,57.37,63.67,0.0187,0.0159,0.0224,4.36,933
2026-08-16 05:00:00,57.34,66.44,0.015,0.0128,0.018,4.42,933
2026-08-16 05:10:00,57.63,63.42,0.0164,0.0139,0.0197,4.38,933
2026-08-16 05:20:00,58.5,63.97,0.0183,0.0156,0.022,4.43,933
2026-08-16 05:30:00,56.92,62.8,0.0195,0.0165,0.0233,4.45,933
2026-08-16 05:40:00,57.43,64.1,0.0111,0.0094,0.0133,4.48,934
2026-08-16 05:50:00,57.37,65.08,0.0139,0.0118,0.0167,4.38,934
2026-08-16 06:00:00,57.18,62.33,0.0147,0.0125,0.0177,4.51,934
2026-08-16 06:10:00,57.37,64.22,0.0205,0.0174,0.0246,4.4,934
2026-08-16 06:20:00,56.16,62.14,0.0161,0.0136,0.0193,4.41,934
2026-08-16 06:30:00,56.8,63.43,0.0172,0.0146,0.0207,4.41,934
2026-08-16 06:40:00,56.52,62.91,0.0144,0.0123,0.0173,4.38,934
2026-08-16 06:50:00,57.49,63.35,0.0172,0.0146,0.0206,4.43,934
2026-08-16 07:00:00,55.5,61.1,0.0174,0.0148,0.0209,4.36,934
2026-08-16 07:10:00,55.83,61.07,0.0145,0.0123,0.0174,4.44,934
2026-08-16 07:20:00,57.42,63.44,0.0119,0.0101,0.0143,4.4,934
2026-08-16 07:30:00,55.37,61.27,0.0196,0.0166,0.0235,4.4,934
2026-08-16 07:40:00,57.01,63.66,0.0205,0.0175,0.0246,4.35,934
2026-08-16 07:50:00,56.7,64.94,0.0159,0.0135,0.0191,4.36,934
2026-08-16 08:00:00,56.22,63.28,0.0202,0.0171,0.0242,4.39,934
2026-08-16 08:10:00,56.5,63.58,0.0172,0.0146,0.0206,4.34,934
2026-08-16 08:20:00,56.91,62.37,0.021,0.0178,0.0252,4.37,934
2026-08-16 08:30:00,56.43,63.68,0.0149,0.0127,0.0179,4.39,934
2026-08-16 08:40:00,55.72,63.85,0.0186,0.0158,0.0223,4.41,934
2026-08-16 08:50:00,56.66,62.76,0.0177,0.015,0.0212,4.33,934
2026-08-16 09:00:00,56.26,61.95,0.0233,0.0198,0.028,4.45,934
2026-08-16 09:10:00,55.34,60.97,0.0187,0.0159,0.0225,4.42,934
2026-08-16 09:20:00,56.13,63.95,0.0121,0.0103,0.0145,4.38,934
2026-08-16 09:30:00,55.84,62.13,0.0194,0.0165,0.0233,4.4,934
2026-08-16 09:40:00,55.57,62.48,0.0168,0.0143,0.0202,4.44,934
2026-08-16 09:50:00,55.03,61.01,0.0144,0.0122,0.0172,4.33,934
2026-08-16 10:00:00,55.02,61.9,0.0142,0.0121,0.0171,4.36,934
2026-08-16 10:10:00,56.16,64.36,0.0168,0.0143,0.0202,4.46,934
2026-08-16 10:20:00,55.52,60.71,0.0213,0.0181,0.0255,4.44,934
2026-08-16 10:30:00,55.69,63.08,0.0239,0.0203,0.0287,4.41,934
2026-08-16 10:40:00,55.32,60.33,0.0138,0.0117,0.0165,4.43,934
2026-08-16 10:50:00,53.28,61.34,0.0145,0.0124,0.0174,4.35,934
2026-08-16 11:00:00,54.35,62.5,0.0151,0.0128,0.0181,4.36,934
2026-08-16 11:10:00,54.6,62.64,0.0148,0.0126,0.0177,4.44,934
2026-08-16 11:20:00,53.37,61.56,0.0205,0.0174,0.0246,4.41,934
2026-08-16 11:30:00,54.19,62.4,0.0197,0.0167,0.0236,4.32,935
2026-08-16 11:40:00,53.91,63.18,0.0188,0.016,0.0226,4.45,935
2026-08-16 11:50:00,54.46,63.58,0.0188,0.016,0.0225,4.36,935
2026-08-16 12:00:00,53.49,60.92,0.0178,0.0152,0.0214,4.46,935
2026-08-16 12:10:00,53.04,59.92,0.0212,0.018,0.0254,4.44,935
2026-08-16 12:20:00,53.15,60.33,0.0137,0.0117,0.0165,4.41,935
2026-08-16 12:30:00,52.69,60.54,0.021,0.0179,0.0252,4.38,935
2026-08-16 12:40:00,53.6,61.13,0.0208,0.0177,0.025,4.41,935
2026-08-16 12:50:00,52.86,59.58,0.017,0.0144,0.0204,4.42,935
2026-08-16 13:00:00,52.47,58.07,0.0128,0.0109,0.0153,4.38,935
2026-08-16 13:10:00,51.86,59.61,0.0225,0.0191,0.027,4.39,935
2026-08-16 13:20:00,53.46,58.7,0.0157,0.0133,0.0188,4.41,935
2026-08-16 13:30:00,52.39,59.67,0.0191,0.0162,0.0229,4.34,935
2026-08-16 13:40:00,52.95,61.58,0.0214,0.0182,0.0257,4.46,935
2026-08-16 13:50:00,53.14,60.74,0.017,0.0144,0.0204,4.37,935
2026-08-16 14:00:00,52.09,57.56,0.0105,0.009,0.0126,4.38,935
2026-08-16 14:10:00,51.91,59.14,0.0169,0.0143,0.0202,4.39,935
2026-08-16 14:20:00,52.96,58.03,0.0167,0.0142,0.02,4.42,935
2026-08-16 14:30:00,52.42,58.94,0.0196,0.0167,0.0236,4.42,935
2026-08-16 14:40:00,50.23,59.95,0.0178,0.0152,0.0214,4.37,935
2026-08-16 14:50:00,50.61,56.73,0.0156,0.0133,0.0187,4.47,935
2026-08-16 15:00:00,51.3,57.91,0.0165,0.014,0.0198,4.47,935
2026-08-16 15:10:00,51.85,57.9,0.0237,0.0201,0.0284,4.42,935
2026-08-16 15:20:00,50.69,57.35,0.0181,0.0153,0.0217,4.32,935
2026-08-16 15:30:00,51.21,56.98,0.0209,0.0178,0.0251,4.41,935
2026-08-16 15:40:00,51.5,58.1,0.0162,0.0137,0.0194,4.34,935
2026-08-16 15:50:00,51.3,56.72,0.0191,0.0163,0.023,4.37,935
2026-08-16 16:00:00,52.4,61.4,0.0168,0.0143,0.0201,4.36,935
2026-08-16 16:10:00,51.87,58.85,0.0214,0.0182,0.0257,4.41,935
2026-08-16 16:20:00,51.05,56.35,0.0184,0.0156,0.022,4.43,935
2026-08-16 16:30:00,51.77,59.91,0.0192,0.0163,0.0231,4.4,935
2026-08-16 16:40:00,51.75,59.29,0.0253,0.0215,0.0304,4.45,935
2026-08-16 16:50:00,51.85,58.04,0.0188,0.016,0.0226,4.36,935
2026-08-16 17:00:00,51.84,62.73,0.0162,0.0138,0.0195,4.39,935
2026-08-16 17:10:00,51.54,57.5,0.0128,0.0109,0.0154,4.44,936
2026-08-16 17:20:00,51.99,57.59,0.0149,0.0127,0.0179,4.45,936
2026-08-16 17:30:00,51.45,59.37,0.0186,0.0158,0.0223,4.41,936
2026-08-16 17:40:00,50.55,56.85,0.0171,0.0145,0.0205,4.39,936
2026-08-16 17:50:00,51.73,60.68,0.0122,0.0104,0.0146,4.46,936
2026-08-16 18:00:00,50.67,58.21,0.0106,0.009,0.0128,4.4,936
2026-08-16 18:10:00,51.1,60.72,0.0141,0.012,0.0169,4.38,936
2026-08-16 18:20:00,51.63,58.28,0.0161,0.0137,0.0193,4.42,936
2026-08-16 18:30:00,49.1,54.21,0.0219,0.0186,0.0263,4.4,936
2026-08-16 18:40:00,51.98,59.55,0.0125,0.0106,0.015,4.41,936
2026-08-16 18:50:00,51.2,58.65,0.0181,0.0154,0.0218,4.44,936
2026-08-16 19:00:00,50.01,61.22,0.0156,0.0132,0.0187,4.45,936
2026-08-16 19:10:00,50.99,58.22,0.0218,0.0186,0.0262,4.38,936
2026-08-16 19:20:00,50.49,56.96,0.0136,0.0116,0.0163,4.37,936
2026-08-16 19:30:00,50.78,56.01,0.0162,0.0137,0.0194,4.49,936
2026-08-16 19:40:00,50.53,56.84,0.021,0.0179,0.0253,4.44,936
2026-08-16 19:50:00,50.82,56.13,0.0116,0.0099,0.014,4.38,936
2026-08-16 20:00:00,53.06,59.27,0.0189,0.0161,0.0227,4.37,936
2026-08-16 20:10:00,51.36,60.77,0.0197,0.0167,0.0236,4.49,936
2026-08-16 20:20:00,51.49,56.58,0.0147,0.0125,0.0176,4.43,936
2026-08-16 20:30:00,49.97,55.68,0.0215,0.0183,0.0258,4.42,936
2026-08-16 20:40:00,50.87,57.14,0.015,0.0128,0.018,4.37,936
2026-08-16 20:50:00,52.05,58.67,0.0151,0.0128,0.0181,4.36,936
2026-08-16 21:00:00,51.7,58.38,0.0213,0.0181,0.0256,4.38,936
2026-08-16 21:10:00,52.41,57.88,0.0203,0.0173,0.0244,4.4,936
2026-08-16 21:20:00,53.15,58.62,0.0166,0.0141,0.02,4.34,936
2026-08-16 21:30:00,51.98,60.13,0.0155,0.0131,0.0186,4.43,936
2026-08-16 21:40:00,52.44,57.9,0.0202,0.0172,0.0243,4.44,936
2026-08-16 21:50:00,51.7,56.72,0.0189,0.016,0.0226,4.34,936
2026-08-16 22:00:00,53.17,60.73,0.0168,0.0142,0.0201,4.38,936
2026-08-16 22:10:00,52.28,57.86,0.0168,0.0143,0.0201,4.34,936
2026-08-16 22:20:00,52.63,58.06,0.0184,0.0157,0.0221,4.4,936
2026-08-16 22:30:00,53.25,58.98,0.0184,0.0156,0.0221,4.39,936
2026-08-16 22:40:00,52.58,59.65,0.0262,0.0223,0.0314,4.39,936
2026-08-16 22:50:00,53.09,59.02,0.0136,0.0115,0.0163,4.38,936
2026-08-16 23:00:00,53.82,59.15,0.0199,0.0169,0.0238,4.4,936
2026-08-16 23:10:00,53.36,59.1,0.0219,0.0186,0.0263,4.39,937
2026-08-16 23:20:00,53.73,59.89,0.0178,0.0152,0.0214,4.43,937
2026-08-16 23:30:00,52.28,58.82,0.0174,0.0148,0.0209,4.34,937
2026-08-16 23:40:00,53.78,59.57,0.0184,0.0156,0.0221,4.45,937
2026-08-16 23:50:00,54.0,59.52,0.0211,0.0179,0.0253,4.39,937
2026-08-17 00:00:00,54.08,61.8,0.015,0.0128,0.018,4.46,937
2026-08-17 00:10:00,52.59,59.32,0.013,0.011,0.0156,4.44,937
2026-08-17 00:20:00,54.61,60.58,0.0174,0.0148,0.0208,4.43,937
2026-08-17 00:30:00,53.86,61.08,0.0212,0.018,0.0254,4.44,937
2026-08-17 00:40:00,53.98,62.06,0.0188,0.016,0.0226,4.37,937
2026-08-17 00:50:00,53.04,58.67,0.0111,0.0094,0.0133,4.42,937
2026-08-17 01:00:00,54.64,60.91,0.0178,0.0151,0.0213,4.39,937
2026-08-17 01:10:00,55.27,60.44,0.0173,0.0147,0.0208,4.37,937
2026-08-17 01:20:00,53.53,62.19,0.0129,0.011,0.0155,4.43,937
2026-08-17 01:30:00,55.09,61.5,0.0225,0.0191,0.027,4.39,937
2026-08-17 01:40:00,54.94,61.8,0.0179,0.0152,0.0215,4.39,937
2026-08-17 01:50:00,54.42,61.84,0.0188,0.016,0.0226,4.37,937
2026-08-17 02:00:00,54.56,61.27,0.0254,0.0216,0.0305,4.38,937
2026-08-17 02:10:00,55.4,61.7,0.0227,0.0193,0.0272,4.32,937
2026-08-17 02:20:00,54.48,62.77,0.0197,0.0168,0.0237,4.34,937
2026-08-17 02:30:00,54.73,62.82,0.0137,0.0116,0.0164,4.37,937
2026-08-17 02:40:00,56.04,62.08,0.0216,0.0183,0.0259,4.41,937
2026-08-17 02:50:00,55.29,61.14,0.018,0.0153,0.0216,4.45,937
2026-08-17 03:00:00,56.65,63.06,0.0181,0.0154,0.0217,4.44,937
2026-08-17 03:10:00,56.9,63.26,0.0194,0.0165,0.0233,4.38,937
2026-08-17 03:20:00,56.47,61.64,0.0186,0.0158,0.0223,4.39,937
2026-08-17 03:30:00,56.37,62.17,0.0174,0.0148,0.0209,4.34,937
2026-08-17 03:40:00,54.65,60.46,0.0185,0.0157,0.0221,4.43,937
2026-08-17 03:50:00,56.11,62.56,0.0137,0.0116,0.0164,4.39,937
2026-08-17 04:00:00,56.59,65.0,0.0185,0.0157,0.0221,4.41,937
2026-08-17 04:10:00,56.29,61.59,0.018,0.0153,0.0216,4.35,937
2026-08-17 04:20:00,55.62,61.33,0.0204,0.0173,0.0244,4.46,937
2026-08-17 04:30:00,56.09,61.49,0.0192,0.0163,0.0231,4.41,937
2026-08-17 04:40:00,55.7,61.0,0.0174,0.0148,0.0208,4.42,937
2026-08-17 04:50:00,55.89,62.76,0.0215,0.0183,0.0258,4.38,937
2026-08-17 05:00:00,57.3,63.67,0.018,0.0153,0.0216,4.49,937
2026-08-17 05:10:00,57.78,63.17,0.0144,0.0122,0.0173,4.37,937
2026-08-17 05:20:00,56.51,64.49,0.0171,0.0145,0.0205,4.37,938
2026-08-17 05:30:00,56.85,65.38,0.0158,0.0134,0.0189,4.4,938
2026-08-17 05:40:00,56.07,62.04,0.0153,0.013,0.0183,4.38,938
2026-08-17 05:50:00,55.03,60.79,0.0166,0.0141,0.0199,4.31,938
2026-08-17 06:00:00,56.13,62.15,0.0123,0.0105,0.0148,4.38,938
2026-08-17 06:10:00,56.66,62.94,0.0169,0.0144,0.0203,4.39,938
2026-08-17 06:20:00,56.74,64.62,0.0141,0.012,0.0169,4.46,938
2026-08-17 06:30:00,55.81,63.52,0.0235,0.02,0.0282,4.37,938
2026-08-17 06:40:00,56.53,64.85,0.0203,0.0172,0.0243,4.32,938
2026-08-17 06:50:00,56.75,62.67,0.0227,0.0193,0.0272,4.42,938
2026-08-17 07:00:00,57.7,63.7,0.0185,0.0157,0.0222,4.42,938
2026-08-17 07:10:00,56.65,64.89,0.0145,0.0124,0.0175,4.32,938
2026-08-17 07:20:00,56.15,63.23,0.0211,0.0179,0.0253,4.43,938
2026-08-17 07:30:00,56.15,64.88,0.0191,0.0163,0.023,4.41,938
2026-08-17 07:40:00,55.29,62.08,0.0196,0.0167,0.0235,4.39,938
2026-08-17 07:50:00,56.44,64.61,0.017,0.0144,0.0203,4.39,938
2026-08-17 08:00:00,56.48,61.5,0.0153,0.013,0.0184,4.39,938
2026-08-17 08:10:00,56.91,64.29,0.0166,0.0141,0.0199,4.36,938
2026-08-17 08:20:00,55.77,63.49,0.0178,0.0151,0.0213,4.35,938
2026-08-17 08:30:00,55.15,63.78,0.0183,0.0156,0.022,4.42,938
2026-08-17 08:40:00,55.58,61.23,0.0179,0.0152,0.0215,4.38,938
2026-08-17 08:50:00,55.49,65.85,0.0161,0.0137,0.0193,4.42,938
2026-08-17 09:00:00,55.97,62.6,0.022,0.0187,0.0264,4.39,938
2026-08-17 09:10:00,56.04,65.12,0.0146,0.0124,0.0175,4.35,938
2026-08-17 09:20:00,55.89,62.36,0.0183,0.0155,0.0219,4.31,938
2026-08-17 09:30:00,55.0,60.41,0.0157,0.0133,0.0188,4.41,938
2026-08-17 09:40:00,55.89,64.24,0.0143,0.0122,0.0172,4.46,938
2026-08-17 09:50:00,54.8,62.39,0.0156,0.0133,0.0188,4.44,938
2026-08-17 10:00:00,55.86,61.12,0.0157,0.0134,0.0189,4.44,938
2026-08-17 10:10:00,54.12,61.65,0.0215,0.0182,0.0258,4.37,938
2026-08-17 10:20:00,54.95,62.87,0.0195,0.0166,0.0234,4.49,938
2026-08-17 10:30:00,55.06,61.03,0.0188,0.0159,0.0225,4.38,938
2026-08-17 10:40:00,54.12,59.29,0.0187,0.0159,0.0225,4.4,938
2026-08-17 10:50:00,54.23,61.58,0.0188,0.016,0.0226,4.44,938
2026-08-17 11:00:00,54.55,62.11,0.0209,0.0178,0.0251,4.42,938
2026-08-17 11:10:00,53.76,61.66,0.0151,0.0128,0.0181,4.41,938
2026-08-17 11:20:00,54.12,59.58,0.0178,0.0152,0.0214,4.39,938
2026-08-17 11:30:00,55.74,62.23,0.0186,0.0158,0.0223,4.4,939
2026-08-17 11:40:00,53.51,59.43,0.0167,0.0142,0.02,4.35,939
2026-08-17 11:50:00,53.81,59.74,0.0171,0.0146,0.0205,4.39,939
2026-08-17 12:00:00,54.33,61.03,0.0144,0.0123,0.0173,4.38,939
2026-08-17 12:10:00,53.31,59.09,0.019,0.0162,0.0228,4.35,939
2026-08-17 12:20:00,53.47,60.81,0.0136,0.0116,0.0164,4.34,939
2026-08-17 12:30:00,53.02,58.59,0.0157,0.0133,0.0188,4.39,939
2026-08-17 12:40:00,53.86,60.9,0.0159,0.0135,0.019,4.49,939
2026-08-17 12:50:00,53.73,61.1,0.0145,0.0123,0.0174,4.43,939
2026-08-17 13:00:00,53.1,59.88,0.0193,0.0164,0.0232,4.4,939
2026-08-17 13:10:00,52.25,57.4,0.023,0.0195,0.0275,4.41,939
2026-08-17 13:20:00,52.83,60.46,0.0191,0.0162,0.0229,4.44,939
2026-08-17 13:30:00,51.97,57.64,0.014,0.0119,0.0168,4.36,939
2026-08-17 13:40:00,51.63,57.44,0.0108,0.0092,0.013,4.35,939
2026-08-17 13:50:00,51.66,57.43,0.0151,0.0128,0.0181,4.45,939
2026-08-17 14:00:00,52.72,58.39,0.0225,0.0191,0.027,4.47,939
2026-08-17 14:10:00,52.02,57.04,0.0129,0.011,0.0155,4.39,939
2026-08-17 14:20:00,51.89,58.17,0.0193,0.0164,0.0231,4.4,939
2026-08-17 14:30:00,51.68,56.78,0.0206,0.0175,0.0247,4.44,939
2026-08-17 14:40:00,51.64,59.25,0.0244,0.0208,0.0293,4.46,939
2026-08-17 14:50:00,50.94,58.65,0.0184,0.0156,0.022,4.36,939
2026-08-17 15:00:00,51.83,58.02,0.0195,0.0166,0.0234,4.38,939
2026-08-17 15:10:00,50.92,59.24,0.0168,0.0142,0.0201,4.4,939
2026-08-17 15:20:00,50.42,58.87,0.0188,0.0159,0.0225,4.48,939
2026-08-17 15:30:00,51.14,58.44,0.0174,0.0148,0.0209,4.39,939
2026-08-17 15:40:00,50.83,56.21,0.0172,0.0146,0.0206,4.42,939
2026-08-17 15:50:00,51.4,58.01,0.0161,0.0137,0.0193,4.39,939
2026-08-17 16:00:00,51.54,58.99,0.0194,0.0165,0.0232,4.41,939
2026-08-17 16:10:00,51.8,58.41,0.0135,0.0114,0.0162,4.36,939
2026-08-17 16:20:00,50.64,56.99,0.0194,0.0165,0.0233,4.4,939
2026-08-17 16:30:00,50.59,56.96,0.0107,0.0091,0.0128,4.37,939
2026-08-17 16:40:00,50.91,56.8,0.0184,0.0157,0.0221,4.42,939
2026-08-17 16:50:00,50.91,61.49,0.0152,0.0129,0.0182,4.37,939
2026-08-17 17:00:00,52.53,61.39,0.0166,0.0141,0.02,4.41,939
2026-08-17 17:10:00,49.55,54.78,0.0161,0.0136,0.0193,4.47,939
2026-08-17 17:20:00,51.37,59.34,0.0172,0.0146,0.0207,4.45,939
2026-08-17 17:30:00,50.79,57.22,0.016,0.0136,0.0192,4.35,939
2026-08-17 17:40:00,51.95,58.73,0.0174,0.0148,0.0209,4.35,939
2026-08-17 17:50:00,49.99,57.26,0.0227,0.0193,0.0273,4.4,939
2026-08-17 18:00:00,50.13,55.5,0.0195,0.0166,0.0234,4.42,939
2026-08-17 18:10:00,49.74,58.25,0.0201,0.0171,0.0242,4.36,939
2026-08-17 18:20:00,50.92,56.62,0.0183,0.0155,0.0219,4.35,939
2026-08-17 18:30:00,50.95,58.59,0.0193,0.0164,0.0231,4.46,940
2026-08-17 18:40:00,50.59,56.24,0.0157,0.0133,0.0188,4.37,940
2026-08-17 18:50:00,50.46,55.6,0.015,0.0127,0.018,4.34,940
2026-08-17 19:00:00,50.29,55.61,0.0163,0.0138,0.0195,4.41,940
2026-08-17 19:10:00,50.65,57.87,0.0206,0.0175,0.0247,4.41,940
2026-08-17 19:20:00,51.23,58.25,0.0185,0.0157,0.0222,4.43,940
2026-08-17 19:30:00,51.08,56.45,0.012,0.0102,0.0144,4.43,940
2026-08-17 19:40:00,50.86,57.3,0.022,0.0187,0.0264,4.47,940
2026-08-17 19:50:00,51.59,57.47,0.0222,0.0188,0.0266,4.47,940
2026-08-17 20:00:00,50.87,59.44,0.0148,0.0126,0.0178,4.48,940
2026-08-17 20:10:00,50.17,57.53,0.0177,0.0151,0.0213,4.48,940
2026-08-17 20:20:00,51.51,56.8,0.0228,0.0194,0.0274,4.38,940
2026-08-17 20:30:00,51.01,57.96,0.0138,0.0117,0.0166,4.39,940
2026-08-17 20:40:00,51.47,57.87,0.0144,0.0123,0.0173,4.41,940
2026-08-17 20:50:00,50.07,56.1,0.0171,0.0145,0.0205,4.39,940
2026-08-17 21:00:00,50.01,56.09,0.017,0.0145,0.0204,4.47,940
2026-08-17 21:10:00,51.94,58.78,0.0194,0.0165,0.0233,4.33,940
2026-08-17 21:20:00,52.55,60.03,0.0171,0.0145,0.0205,4.4,940
